,video_id,window_size,step_size,vector_method,clustering_params,vectorizing_params,similarity_method,is_min_thresh,algorithm,n_clusters,sim_thresh,sim_filter,accurrcy_shift
31,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
32,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
33,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
34,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
35,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
36,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
37,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
38,MkiUBJcgdUY,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
39,MkiUBJcgdUY,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
40,MkiUBJcgdUY,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
41,MkiUBJcgdUY,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
42,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,17,0.4,,15
43,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
44,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,17,0.4,,15
45,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
46,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
47,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
48,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
49,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
50,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
51,MkiUBJcgdUY,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
52,MkiUBJcgdUY,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
53,MkiUBJcgdUY,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
54,MkiUBJcgdUY,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
55,MkiUBJcgdUY,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
56,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
57,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
58,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
59,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
60,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
61,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
62,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
63,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
64,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
65,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
66,x5zLaWT5KPs,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
67,x5zLaWT5KPs,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
68,x5zLaWT5KPs,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
69,x5zLaWT5KPs,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
70,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,14,0.4,,15
71,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
72,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,14,0.4,,15
73,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
74,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
75,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
76,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
77,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
78,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
79,x5zLaWT5KPs,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
80,x5zLaWT5KPs,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
81,x5zLaWT5KPs,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
82,x5zLaWT5KPs,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,,15
83,x5zLaWT5KPs,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
84,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
85,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
86,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
87,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
88,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
89,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
90,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
91,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
92,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
93,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
94,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
95,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
96,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,,15
97,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,17,1,"['median',(2,2)]",15
98,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,17,0.4,,15
99,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
100,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,17,0.4,,15
101,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
102,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
103,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
104,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
105,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
106,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
107,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
108,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
109,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
110,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,,15
111,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
112,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
113,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
114,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
115,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
116,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
117,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
118,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
119,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
120,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
121,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
122,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
123,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-2,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
124,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,,15
125,zWg7U0OEAoE,120,20,lda,,"{""alpha"":0.5e-5,""eta"":0.5e-1,'chunksize':10,'minimum_probability':0.0,'passes':10}",jensen_shannon,FALSE,spectral_clustering,14,1,"['median',(2,2)]",15
126,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,14,0.4,,15
127,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':100,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,14,0.4,"['median',(2,2)]",15
128,zWg7U0OEAoE,120,20,lda,,"{""alpha"":1e-2,""eta"":0.5e-2,'chunksize':20,'minimum_probability':0.0,'passes':2}",cosine,TRUE,spectral_clustering,14,0.4,,15
